,index,Genotype,Status,Light,Speed
53,80,SXVNC1/w,Ctrl,Green Light On,0.1624606169027104
54,81,SXVNC1/w,Ctrl,Green Light On,0.1264280450054091
55,82,ACR1/w,Ctrl,Green Light On,1.199092628594048
56,83,ACR1/w,Ctrl,Green Light On,0.6923994447951262
57,84,SXVNC1/w,Ctrl,Green Light On,0.8458166747928758
58,85,ACR1/w,Ctrl,Green Light On,1.3607514909788243
59,86,SXVNC1/w,Ctrl,Green Light On,0.3773822071767054
60,87,SXVNC1/w,Ctrl,Green Light On,1.359017480899529
61,89,SXVNC1/w,Ctrl,Green Light On,0.3030398064924558
62,30,SXVNC1>ACR1,Test,Green Light On,0.3406482452398578
63,31,SXVNC1>ACR1,Test,Green Light On,0.0702945398734151
64,32,SXVNC1>ACR1,Test,Green Light On,0.0734982418588887
65,33,SXVNC1>ACR1,Test,Green Light On,0.0607768832709575
66,34,SXVNC1>ACR1,Test,Green Light On,0.09709349150894
67,35,SXVNC1>ACR1,Test,Green Light On,0.0879034058361163
68,36,SXVNC1>ACR1,Test,Green Light On,0.0595223265317896
69,37,SXVNC1>ACR1,Test,Green Light On,0.0772448541874874
70,38,SXVNC1>ACR1,Test,Green Light On,0.1086388973386484
71,39,SXVNC1>ACR1,Test,Green Light On,0.0864716217554566
72,40,SXVNC1>ACR1,Test,Green Light On,0.0613818653678386
73,41,SXVNC1>ACR1,Test,Green Light On,0.0692227007689871
74,42,SXVNC1>ACR1,Test,Green Light On,0.0968607919223247
75,43,SXVNC1>ACR1,Test,Green Light On,0.0604719125868646
76,44,SXVNC1>ACR1,Test,Green Light On,0.1028746355772539
77,45,SXVNC1>ACR1,Test,Green Light On,0.0937418023943517
78,46,SXVNC1>ACR1,Test,Green Light On,0.0802153413700054
79,47,SXVNC1>ACR1,Test,Green Light On,0.101162992609012
80,48,SXVNC1>ACR1,Test,Green Light On,0.074275700488579
81,49,SXVNC1>ACR1,Test,Green Light On,0.1113949181110417
82,50,SXVNC1>ACR1,Test,Green Light On,0.0485188845739643
83,51,SXVNC1>ACR1,Test,Green Light On,0.0629499082258677
84,52,SXVNC1>ACR1,Test,Green Light On,0.0682162461526997
85,54,SXVNC1>ACR1,Test,Green Light On,0.0429640115019545
86,73,SXVNC1>ACR1,Test,Green Light On,0.0629225613066116
87,74,SXVNC1>ACR1,Test,Green Light On,0.0787192845018695
88,78,SXVNC1>ACR1,Test,Green Light On,0.080947354914516
89,88,SXVNC1>ACR1,Test,Green Light On,0.0808805408002574
